Time;Open;High;Low;Close;Id
2022-08-23;7.03;7.03;7.03;7.03;chainlink
2022-08-27;7.26;7.26;6.49;6.49;chainlink
2022-08-31;6.55;6.72;6.3;6.56;chainlink
2022-09-03;6.62;6.91;6.62;6.91;chainlink
2022-09-07;6.83;7.37;6.69;6.69;chainlink
2022-09-11;7.09;7.92;7.09;7.92;chainlink
2022-09-15;8.01;8.01;7.07;7.46;chainlink
2022-09-19;7.54;8.11;7.52;7.52;chainlink
2022-09-23;7.32;7.32;6.72;7.13;chainlink
2022-09-27;7.46;7.93;7.46;7.93;chainlink
2022-09-30;8.09;8.09;7.83;7.91;chainlink
2022-10-03;7.59;7.59;7.14;7.14;chainlink
2022-10-07;7.33;7.88;7.33;7.64;chainlink
2022-10-11;7.62;7.62;7.42;7.42;chainlink
2022-10-15;7.12;7.15;6.9;6.9;chainlink
2022-10-19;6.89;7.35;6.89;7.13;chainlink
2022-10-23;6.78;6.87;6.66;6.87;chainlink
2022-10-27;7.06;7.16;6.9;7.16;chainlink
2022-10-31;6.91;7.78;6.91;7.78;chainlink
2022-11-03;7.86;7.86;7.43;7.43;chainlink
2022-11-07;7.7;8.75;7.7;8.12;chainlink
2022-11-11;8.88;8.88;6.21;7.21;chainlink
2022-11-15;7.05;7.05;6.07;6.28;chainlink
2022-11-19;6.43;6.43;6.19;6.19;chainlink
2022-11-23;6.15;6.39;5.78;6.39;chainlink
2022-11-27;6.72;7.15;6.72;7.15;chainlink
2022-11-30;6.92;7.33;6.92;7.33;chainlink
2022-12-03;7.7;7.7;7.63;7.63;chainlink
2022-12-07;7.26;7.46;7.14;7.14;chainlink
2022-12-11;6.89;7.01;6.85;6.85;chainlink
2022-12-15;6.71;6.91;6.68;6.73;chainlink
2022-12-19;6.43;6.43;5.88;5.95;chainlink
2022-12-23;5.79;6.02;5.79;6.0;chainlink
2022-12-27;5.94;6.04;5.92;6.04;chainlink
2022-12-31;5.9;5.9;5.47;5.47;chainlink
2023-01-03;5.57;5.68;5.57;5.68;chainlink
2023-01-07;5.62;5.81;5.62;5.72;chainlink
2023-01-11;5.83;6.15;5.83;6.15;chainlink
2023-01-15;6.3;6.85;6.3;6.85;chainlink
2023-01-19;6.69;6.83;6.36;6.36;chainlink
2023-01-23;6.52;7.0;6.52;7.0;chainlink
2023-01-27;7.04;7.17;6.65;7.17;chainlink
2023-01-31;7.38;7.39;6.91;6.91;chainlink
2023-02-03;6.96;7.22;6.96;7.12;chainlink
2023-02-07;7.3;7.3;6.83;6.83;chainlink
2023-02-11;7.2;7.2;6.91;6.91;chainlink
2023-02-15;7.01;7.01;6.67;6.82;chainlink
2023-02-19;7.3;8.0;7.06;8.0;chainlink
2023-02-23;7.96;8.0;7.63;7.71;chainlink
2023-02-27;7.95;7.95;7.39;7.49;chainlink
2023-02-28;7.28;7.53;7.19;7.26;chainlink
2023-03-07;6.95;6.95;6.86;6.86;chainlink
2023-03-11;6.87;6.87;6.17;6.22;chainlink
2023-03-15;6.16;6.99;6.16;6.99;chainlink
2023-03-19;6.57;7.23;6.57;6.96;chainlink
2023-03-23;7.12;7.43;7.1;7.21;chainlink
2023-03-27;7.65;7.65;7.13;7.27;chainlink
2023-03-31;6.89;7.39;6.89;7.24;chainlink
2023-04-03;7.6;7.6;7.27;7.27;chainlink
2023-04-07;7.24;7.38;7.2;7.2;chainlink
2023-04-11;7.28;7.35;7.15;7.35;chainlink
2023-04-15;7.31;7.75;7.24;7.75;chainlink
2023-04-19;8.01;8.57;8.01;8.57;chainlink
2023-04-23;7.77;7.77;7.12;7.2;chainlink
2023-04-27;7.09;7.28;7.0;7.0;chainlink
2023-04-30;7.18;7.18;7.05;7.18;chainlink
2023-05-03;7.07;7.07;6.91;6.99;chainlink
2023-05-07;7.12;7.23;6.94;6.94;chainlink
2023-05-11;6.94;6.94;6.52;6.6;chainlink
2023-05-15;6.37;6.63;6.37;6.54;chainlink
2023-05-19;6.65;6.75;6.53;6.53;chainlink
2023-05-23;6.51;6.53;6.43;6.53;chainlink
2023-05-27;6.5;6.5;6.28;6.35;chainlink
2023-05-31;6.44;6.64;6.44;6.61;chainlink
2023-06-03;6.49;6.49;6.34;6.46;chainlink
2023-06-07;6.42;6.46;6.07;6.26;chainlink
2023-06-11;5.92;5.99;5.25;5.25;chainlink
2023-06-15;5.17;5.29;5.16;5.24;chainlink
2023-06-19;5.3;5.32;5.16;5.16;chainlink
2023-06-23;5.12;5.57;5.12;5.57;chainlink
2023-06-27;6.05;6.15;6.05;6.07;chainlink
2023-06-30;6.2;6.2;5.82;5.9;chainlink
2023-07-03;6.31;6.52;6.31;6.52;chainlink
2023-07-07;6.62;6.62;6.1;6.1;chainlink
2023-07-11;6.15;6.19;6.14;6.17;chainlink
2023-07-15;6.2;7.07;6.2;6.94;chainlink
2023-07-19;6.92;7.19;6.61;6.92;chainlink
2023-07-23;6.91;8.36;6.91;7.85;chainlink
2023-07-27;7.89;7.89;7.4;7.76;chainlink
2023-07-31;7.99;7.99;7.56;7.56;chainlink
2023-08-03;7.55;7.64;7.34;7.34;chainlink
2023-08-07;7.13;7.22;7.09;7.09;chainlink
2023-08-11;7.28;7.7;7.28;7.61;chainlink
2023-08-15;7.48;7.48;7.37;7.41;chainlink
2023-08-19;7.04;7.04;6.17;6.17;chainlink
2023-08-23;6.18;6.21;6.18;6.18;chainlink
